tanggal_scraping,bandara_asal,bandara_tujuan,tanggal_terbang,kelas,jam_berangkat,jam_tiba,tanggal_tiba,durasi_menit,transit,bagasi_kg,cabin_baggage_kg,meal,entertainment,usb,power,model_pesawat,seat_layout,seat_pitch_inch,seat_type,harga_idr,refundable,reschedulable,visa_required,wifi_status,maskapai_final,selisih_hari,hari_penerbangan,waktu_berangkat_kategori,waktu_tiba_kategori,jarak_km,is_transit,jumlah_fasilitas,harga_idr_log,harga_idr_scaled
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,16:55,08:40,2026-05-23,1005,1,20,7,True,False,False,False,Bombardier CR1000,2-2,31.0,ABOVE_AVERAGE_LEGROOM,2676099,True,True,False,no_wifi,GA,2,4,AFTERNOON,MORNING,982.6111058697583,1,1,14.799871068739817,-0.5936614807113151
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,16:55,16:10,2026-05-23,1455,1,20,7,True,False,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,3959100,True,True,False,no_wifi,GA,2,4,AFTERNOON,AFTERNOON,982.6111058697583,1,1,15.191527537255656,-0.027526305772433816
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,13:55,17:00,2026-05-22,245,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2571100,True,True,False,no_wifi,JT,2,4,AFTERNOON,AFTERNOON,953.17045557268,1,0,14.759844769801584,-0.6515190614565602
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,13:55,19:15,2026-05-22,380,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2629100,True,True,False,no_wifi,JT,2,4,AFTERNOON,EVENING,953.17045557268,1,0,14.782152520623375,-0.6192734497299217
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,13:55,20:00,2026-05-22,425,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2687100,True,True,False,no_wifi,JT,2,4,AFTERNOON,EVENING,953.17045557268,1,0,14.80397347527974,-0.5877314965776409
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,10:35,17:00,2026-05-22,445,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2517100,True,True,False,no_wifi,JT,2,4,MORNING,AFTERNOON,953.17045557268,1,0,14.73861840044786,-0.6822015480063806
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,10:35,19:15,2026-05-22,580,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2575100,True,True,False,no_wifi,JT,2,4,MORNING,EVENING,953.17045557268,1,0,14.761399314611731,-0.6492719838035896
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,10:35,12:55,2026-05-22,200,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2629300,True,True,False,no_wifi,JT,2,4,MORNING,AFTERNOON,953.17045557268,1,0,14.782228589360644,-0.6191634931957071
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,10:35,20:00,2026-05-22,625,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2633100,True,True,False,no_wifi,JT,2,4,MORNING,EVENING,953.17045557268,1,0,14.783672797028734,-0.6170759066841895
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,14:15,15:10,2026-05-22,115,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,1764000,True,True,False,no_wifi,ID,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,2,14.383095082442138,-1.1961066460039687
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:00,13:55,2026-05-22,115,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,1697300,True,True,False,no_wifi,ID,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,2,14.344549900320485,-1.2518232884640945
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,20:30,06:35,2026-05-23,665,1,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2122600,True,True,False,no_wifi,ID,2,4,EVENING,MORNING,982.6111058697583,1,2,14.568152781430072,-0.9286077503842112
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,07:00,12:15,2026-05-22,375,1,20,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2459400,True,True,False,no_wifi,IU,2,4,MORNING,AFTERNOON,953.17045557268,1,1,14.715428382323639,-0.7157224675442156
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,07:00,17:00,2026-05-22,660,1,20,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2459400,True,True,False,no_wifi,IU,2,4,MORNING,AFTERNOON,953.17045557268,1,1,14.715428382323639,-0.7157224675442156
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,07:00,08:50,2026-05-22,170,1,20,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2517400,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,953.17045557268,1,1,14.738737578074705,-0.6820292780401059
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,07:00,12:55,2026-05-22,415,1,20,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2575400,True,True,False,no_wifi,IU,2,4,MORNING,AFTERNOON,953.17045557268,1,1,14.761515808110943,-0.6491035937146802
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,21:15,22:10,2026-05-22,115,0,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,1946700,True,True,False,no_wifi,JT,2,4,EVENING,EVENING,982.6111058697583,0,0,14.48164670296707,-1.0536513480286283
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,17:15,18:10,2026-05-22,115,0,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,1808300,True,True,False,no_wifi,JT,2,4,AFTERNOON,EVENING,982.6111058697583,0,0,14.407898288378503,-1.1602538809901788
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,14:45,15:40,2026-05-22,115,0,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,1696100,True,True,False,no_wifi,JT,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,14.343842645447635,-1.2528456177075886
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:15,14:10,2026-05-22,115,0,10,7,False,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,1687500,True,True,False,no_wifi,JT,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,14.338759294321239,-1.2601935465956873
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,11:05,12:00,2026-05-22,115,0,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,1748500,True,True,False,no_wifi,JT,2,4,MORNING,AFTERNOON,982.6111058697583,0,0,14.374269407404192,-1.2088640634940844
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,08:05,09:00,2026-05-22,115,0,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,1499500,True,True,False,no_wifi,JT,2,4,MORNING,MORNING,982.6111058697583,0,0,14.220642944059941,-1.4309294490862592
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:55,18:30,2026-05-22,335,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2281600,True,True,False,no_wifi,JT,2,4,AFTERNOON,EVENING,982.6111058697583,1,0,14.640387947490938,-0.8241926017475087
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:55,19:00,2026-05-22,365,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2694600,True,True,False,no_wifi,JT,2,4,AFTERNOON,EVENING,982.6111058697583,1,0,14.806760699416412,-0.5837025943353571
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,10:35,18:30,2026-05-22,535,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2227600,True,True,False,no_wifi,JT,2,4,MORNING,EVENING,982.6111058697583,1,0,14.616435779611178,-0.8588152004860373
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,10:35,19:00,2026-05-22,565,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2640600,True,True,False,no_wifi,JT,2,4,MORNING,EVENING,982.6111058697583,1,0,14.786517100728977,-0.6129644965521969
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,19:25,20:15,2026-05-22,110,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2101100,True,True,False,no_wifi,ID,2,4,EVENING,EVENING,953.17045557268,0,2,14.5579720510182,-0.9433238857121213
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,14:20,15:10,2026-05-22,110,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2242000,True,True,False,no_wifi,ID,2,4,AFTERNOON,AFTERNOON,953.17045557268,0,2,14.622879328644473,-0.849501120284541
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,20:30,06:20,2026-05-23,650,1,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2520400,True,True,False,no_wifi,ID,2,4,EVENING,MORNING,953.17045557268,1,2,14.739928573812378,-0.6803077066261215
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,07:00,10:00,2026-05-22,240,1,20,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2586600,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,982.6111058697583,1,1,14.765855216571108,-0.6428310258772681
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,07:00,11:40,2026-05-22,340,1,20,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2565700,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,982.6111058697583,1,1,14.757742293595888,-0.6545581679955818
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:00,23:10,2026-05-22,670,1,0,7,False,True,True,False,Boeing 737,3-3,32.0,ABOVE_AVERAGE_LEGROOM,4751547,False,False,False,no_wifi,OD,2,4,AFTERNOON,EVENING,982.6111058697583,1,2,15.373981017655511,0.2362082201395333
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:50,14:40,2026-05-22,110,0,20,7,False,False,False,False,Airbus A320,3-3,30.0,STANDARD_LEGROOM,1850000,True,True,False,no_wifi,8B,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,14.430696737594902,-1.1272989700592506
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,21:05,21:55,2026-05-22,110,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1855800,True,False,False,paid,QZ,2,4,EVENING,EVENING,982.6111058697583,0,1,14.43382696675224,-1.1227742577819217
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,18:00,18:50,2026-05-22,110,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1896600,True,True,False,paid,QZ,2,4,EVENING,EVENING,982.6111058697583,0,1,14.45557389469093,-1.0913393094466937
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,08:30,09:20,2026-05-22,110,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1777600,True,False,False,paid,QZ,2,4,MORNING,MORNING,982.6111058697583,0,1,14.3907752604236,-1.1850050320779333
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,07:00,08:00,2026-05-22,120,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1855800,True,False,False,paid,QZ,2,4,MORNING,MORNING,982.6111058697583,0,1,14.43382696675224,-1.1227742577819217
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,15:55,13:35,2026-05-23,1360,1,23,7,True,True,True,True,Boeing 777,3-4-3,32.0,ABOVE_AVERAGE_LEGROOM,7615200,True,True,False,paid,CI,2,4,AFTERNOON,AFTERNOON,982.6111058697583,1,5,15.845656939235539,0.9180106461024484
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,09:45,10:40,2026-05-22,115,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1680000,True,True,False,no_wifi,QG,2,4,MORNING,MORNING,953.17045557268,0,0,14.33430494661736,-1.2666322578625537
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:45,14:40,2026-05-22,115,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1812500,True,True,False,no_wifi,QG,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,14.410218217434952,-1.1569004487152161
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,14:45,15:55,2026-05-22,130,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1933000,True,True,False,no_wifi,QG,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,14.474584275520908,-1.0638600102597875
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,18:55,19:55,2026-05-22,120,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1871900,True,True,False,no_wifi,QG,2,4,EVENING,EVENING,982.6111058697583,0,0,14.442465050005849,-1.1102880021802983
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,21:10,22:10,2026-05-22,120,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1633200,True,True,False,no_wifi,QG,2,4,EVENING,EVENING,982.6111058697583,0,0,14.306052450722252,-1.307470934079618
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,09:15,10:00,2026-05-22,105,0,20,7,False,False,False,False,Airbus A320,3-3,30.0,STANDARD_LEGROOM,1770000,False,False,False,no_wifi,8B,2,4,MORNING,MORNING,982.6111058697583,0,0,14.386490669521603,-1.1911983617299007
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,10:25,11:15,2026-05-22,110,0,20,7,False,False,False,False,Airbus A320,3-3,30.0,STANDARD_LEGROOM,1770000,False,False,False,no_wifi,8B,2,4,MORNING,MORNING,982.6111058697583,0,0,14.386490669521603,-1.1911983617299007
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,21:35,22:15,2026-05-22,100,0,15,7,True,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,1690100,True,True,False,no_wifi,SJ,2,4,EVENING,EVENING,982.6111058697583,0,1,14.34029884842711,-1.257968137843067
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,18:30,19:10,2026-05-22,100,0,15,7,True,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,1790100,True,True,False,no_wifi,IN,2,4,EVENING,EVENING,982.6111058697583,0,1,14.397782600806137,-1.174875997599436
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,07:00,07:00,2026-05-22,395,1,10,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2303070,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,303.01798938464174,1,1,14.649754007680626,-0.8106540633848707
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,07:00,07:00,2026-05-22,490,1,10,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2445345,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,303.01798938464174,1,1,14.709697184171482,-0.7240068522775409
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,07:00,07:00,2026-05-22,750,1,10,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2407020,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,303.01798938464174,1,1,14.693900441280537,-0.7468408726983427
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,07:00,07:00,2026-05-22,415,1,10,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2460780,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,303.01798938464174,1,1,14.715989337197334,-0.7149116133618361
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,10:35,10:35,2026-05-22,275,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2502045,True,True,False,no_wifi,JT,2,4,MORNING,MORNING,303.01798938464174,1,0,14.732619355131753,-0.6908731029084884
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,07:00,07:00,2026-05-22,345,1,10,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2542890,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,303.01798938464174,1,1,14.748812180725103,-0.6674665492396946
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,09:05,09:15,2026-05-22,365,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2559165,True,True,False,no_wifi,QG,2,4,MORNING,MORNING,303.01798938464174,1,0,14.755191982127506,-0.6582446155468551
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,07:00,07:00,2026-05-22,290,1,10,7,False,True,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2564835,True,True,False,no_wifi,IU,2,4,MORNING,MORNING,303.01798938464174,1,1,14.757405096921078,-0.6550455821297224
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,09:05,09:15,2026-05-22,290,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2574600,True,True,False,no_wifi,QG,2,4,MORNING,MORNING,303.01798938464174,1,0,14.761205128617446,-0.6495526775510005
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,10:35,10:35,2026-05-22,425,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2597070,True,True,False,no_wifi,JT,2,4,MORNING,MORNING,303.01798938464174,1,0,14.769894829508758,-0.6369918092142369
2026-05-20,DPS,SUB,2026-05-22,ECONOMY,13:55,13:55,2026-05-22,415,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2672460,True,True,False,no_wifi,JT,2,4,AFTERNOON,AFTERNOON,303.01798938464174,1,0,14.798510328697215,-0.595628415675989
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:00,23:10,2026-05-22,670,1,40,10,True,True,True,True,Airbus A330,2-2,45.0,CRADLE_RECLINER,21301582,False,True,False,no_wifi,OD,2,4,AFTERNOON,EVENING,982.6111058697583,1,4,16.87429194716694,2.404891387202609
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,11:55,23:10,2026-05-22,735,1,40,10,True,True,True,True,Boeing 737,2-2,45.0,CRADLE_RECLINER,18403609,False,True,False,no_wifi,OD,2,4,MORNING,EVENING,982.6111058697583,1,4,16.728057398987538,2.193510934763313
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,15:45,16:45,2026-05-22,120,0,20,7,True,True,True,True,Airbus A330,1-2-1,78.0,FULL_FLAT_POD,7921514,False,True,False,no_wifi,GA,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,4,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,19:50,20:50,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,7921514,False,True,False,no_wifi,GA,2,4,EVENING,EVENING,982.6111058697583,0,3,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:25,14:25,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,14464177,True,True,False,no_wifi,GA,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,3,16.4871856679543,1.845333461522325
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,17:25,18:25,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,14464177,True,True,False,no_wifi,GA,2,4,AFTERNOON,EVENING,982.6111058697583,0,3,16.4871856679543,1.845333461522325
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,07:00,08:00,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,7921514,False,True,False,no_wifi,GA,2,4,MORNING,MORNING,982.6111058697583,0,3,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,21:40,22:45,2026-05-22,125,0,20,7,True,True,True,True,Airbus A330,2-2-2,60.0,ANGLE_FLAT_SEAT,7921514,False,True,False,no_wifi,GA,2,4,EVENING,EVENING,982.6111058697583,0,4,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,18:30,19:30,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,7921514,False,True,False,no_wifi,GA,2,4,EVENING,EVENING,982.6111058697583,0,3,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,14:30,15:30,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,14464177,True,True,False,no_wifi,GA,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,3,16.4871856679543,1.845333461522325
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,11:55,12:55,2026-05-22,120,0,20,7,True,True,True,True,Boeing 737,3-3,31.0,STANDARD_LEGROOM,7921514,False,True,False,no_wifi,GA,2,4,MORNING,AFTERNOON,982.6111058697583,0,4,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,16:55,19:40,2026-05-22,225,1,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,11784323,False,True,False,no_wifi,GA,2,4,AFTERNOON,EVENING,982.6111058697583,1,3,16.282280731654975,1.5491455997534402
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,15:55,13:35,2026-05-23,1360,1,32,7,True,True,True,True,Boeing 777,1-2-1,78.0,FULL_FLAT_POD,23577700,True,True,False,free,CI,2,4,AFTERNOON,AFTERNOON,982.6111058697583,1,5,16.97581195044071,2.5516374502281636
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,19:25,20:15,2026-05-22,110,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,4047200,True,True,False,no_wifi,ID,2,4,EVENING,EVENING,953.17045557268,0,3,15.213536089044236,0.004286816998639842
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,14:20,15:10,2026-05-22,110,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,4047200,True,True,False,no_wifi,ID,2,4,AFTERNOON,AFTERNOON,953.17045557268,0,3,15.213536089044236,0.004286816998639842
2026-05-20,DPS,HLP,2026-05-22,ECONOMY,20:30,06:20,2026-05-23,650,1,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,5205000,True,True,False,no_wifi,ID,2,4,EVENING,MORNING,953.17045557268,1,3,15.465130452154147,0.36796373854322967
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,13:00,13:55,2026-05-22,115,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,4097200,True,True,False,no_wifi,ID,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,3,15.225814615613608,0.022035293906692472
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,14:15,15:10,2026-05-22,115,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,7274000,True,True,False,no_wifi,ID,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,3,15.799817042005003,0.8517495721155129
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,20:30,06:35,2026-05-23,665,1,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,5222200,True,True,False,no_wifi,ID,2,4,EVENING,MORNING,982.6111058697583,1,3,15.468429518500068,0.37273250314441325
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,15:35,16:25,2026-05-22,110,0,25,7,False,False,False,False,Airbus A320,3-3,29.0,STANDARD_LEGROOM,3500100,True,True,False,no_wifi,IP,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,15.06830238318614,-0.20564692872646217
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,16:45,08:15,2026-05-23,990,1,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2820030,False,True,False,no_wifi,GA,2,4,AFTERNOON,MORNING,982.6111058697583,1,2,14.852258435761676,-0.517936110194912
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,16:45,11:20,2026-05-23,1175,1,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2937867,True,True,False,no_wifi,GA,2,4,AFTERNOON,MORNING,982.6111058697583,1,2,14.893194706183838,-0.4587631755447635
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,12:05,08:15,2026-05-23,1270,1,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2925927,True,True,False,no_wifi,GA,2,4,AFTERNOON,MORNING,982.6111058697583,1,2,14.889122253287475,-0.46464986201173175
2026-05-20,DPS,CGK,2026-05-22,ECONOMY,01:05,14:55,2026-05-22,890,2,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,11193894,True,True,False,no_wifi,GA,2,4,EARLY_MORNING,AFTERNOON,982.6111058697583,1,2,16.230879098364436,1.4748450966483668
2026-05-20,DPS,CGK,2026-05-22,PREMIUM_ECONOMY,15:35,16:25,2026-05-22,110,0,25,7,False,False,False,False,Unknown,Unknown,Unknown,Unknown,3500100,True,True,False,no_wifi,IP,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,0,15.06830238318614,-0.20564692872646217
2026-05-20,DPS,CGK,2026-05-22,PREMIUM_ECONOMY,13:00,23:10,2026-05-22,670,1,40,10,True,True,True,True,Airbus A330,2-2,45.0,CRADLE_RECLINER,21301582,False,True,False,no_wifi,OD,2,4,AFTERNOON,EVENING,982.6111058697583,1,4,16.87429194716694,2.404891387202609
2026-05-20,DPS,CGK,2026-05-22,PREMIUM_ECONOMY,11:55,23:10,2026-05-22,735,1,40,10,True,True,True,True,Boeing 737,2-2,45.0,CRADLE_RECLINER,18403609,False,True,False,no_wifi,OD,2,4,MORNING,EVENING,982.6111058697583,1,4,16.728057398987538,2.193510934763313
2026-05-20,DPS,CGK,2026-05-22,PREMIUM_ECONOMY,15:45,16:45,2026-05-22,120,0,20,7,True,True,True,True,Airbus A330,1-2-1,78.0,FULL_FLAT_POD,7921514,False,True,False,no_wifi,GA,2,4,AFTERNOON,AFTERNOON,982.6111058697583,0,4,15.885093033376203,0.9750150922177763
2026-05-20,DPS,CGK,2026-05-22,PREMIUM_ECONOMY,19:50,20:50,2026-05-22,120,0,20,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,7921514,False,True,False,no_wifi,GA,2,4,EVENING,EVENING,982.6111058697583,0,3,15.885093033376203,0.9750150922177763
